regionname,regiontype,regionlongitude,regionlatitude
58654,zip5,-103.767020,46.802974
58655,zip5,-103.042607,46.759670
58656,zip5,-102.464002,46.927712
58701,zip5,-101.317502,48.085777
58703,zip5,-101.310964,48.235109
58704,zip5,-101.320812,48.423841
58705,zip5,-101.331728,48.412023
58707,zip5,-101.300390,48.246267
58710,zip5,-100.219851,47.862324
58711,zip5,-101.321647,48.918100
58712,zip5,-100.540643,47.985613
58713,zip5,-100.798743,48.422725
58716,zip5,-101.046329,47.761359
58718,zip5,-101.761995,48.241187
58721,zip5,-102.283832,48.785353
58722,zip5,-101.501227,48.240691
58723,zip5,-100.574627,47.804014
58725,zip5,-101.712235,48.480934
58727,zip5,-102.797934,48.860028
58730,zip5,-103.175605,48.867179
58731,zip5,-101.016368,48.443973
58733,zip5,-101.598464,48.161109
58734,zip5,-101.976479,48.459780
58735,zip5,-101.496692,47.870284
58736,zip5,-100.373899,47.862370
58737,zip5,-102.350693,48.902652
58740,zip5,-101.353544,48.502248
58741,zip5,-100.810994,48.240365
58744,zip5,-100.539600,48.159884
58746,zip5,-102.125209,48.647821
58748,zip5,-100.614522,48.675891
58750,zip5,-101.451152,48.633018
58752,zip5,-102.546137,48.831243
58755,zip5,-102.940223,48.575359
58756,zip5,-101.788772,47.979193
58757,zip5,-102.678018,47.742639
58758,zip5,-100.112660,47.717929
58759,zip5,-101.250437,47.812066
58760,zip5,-101.256550,48.777584
58761,zip5,-101.571378,48.799763
58762,zip5,-100.954989,48.691303
58763,zip5,-102.488566,47.946878
58765,zip5,-103.037726,48.874159
58768,zip5,-101.015980,48.255038
58769,zip5,-102.240137,48.291961
58770,zip5,-102.094758,47.935027
58771,zip5,-101.954777,48.051234
58772,zip5,-102.589450,48.948759
58773,zip5,-102.624706,48.633429
58775,zip5,-101.916601,47.629884
58776,zip5,-102.569274,48.319520
58778,zip5,-100.843252,47.761381
58779,zip5,-101.818837,47.818205
58781,zip5,-101.131698,48.023182
58782,zip5,-101.725569,48.946508
58783,zip5,-100.709084,48.910219
58784,zip5,-102.422538,48.328176
58785,zip5,-101.100903,48.291288
58787,zip5,-101.857294,48.806961
58788,zip5,-100.409712,48.428273
58789,zip5,-100.787743,48.575044
58790,zip5,-100.933728,48.058588
58792,zip5,-100.778178,47.935320
58793,zip5,-101.069694,48.896538
58794,zip5,-102.802813,48.350166
58795,zip5,-103.146050,48.626239
58801,zip5,-103.661764,48.278898
58830,zip5,-103.472150,48.546648
58831,zip5,-103.638989,47.893916
58833,zip5,-103.588149,48.685279
58835,zip5,-103.477027,47.804827
58838,zip5,-103.737350,47.546838
58843,zip5,-103.345337,48.099254
58844,zip5,-103.789543,48.947076
58845,zip5,-103.910405,48.653256
58847,zip5,-102.834446,47.941121
58849,zip5,-103.205268,48.328551
58852,zip5,-102.929134,48.336626
58853,zip5,-103.819952,48.089474
58854,zip5,-103.162388,47.846412
58856,zip5,-103.667022,48.473814
59001,zip5,-109.600423,45.429588
59002,zip5,-108.626788,45.929230
59003,zip5,-106.284465,45.541282
59006,zip5,-108.115120,45.901585
59007,zip5,-109.095134,45.163749
59008,zip5,-109.136525,45.063678
59010,zip5,-107.228973,46.069189
59011,zip5,-109.730778,45.906263
59012,zip5,-106.501278,45.279780
59014,zip5,-108.656361,45.113593
59015,zip5,-108.865364,46.060297
59016,zip5,-106.873381,45.517890
59019,zip5,-109.259161,45.549191
59022,zip5,-107.543083,45.661838
59024,zip5,-107.704290,46.259436
59025,zip5,-106.639934,45.087086
59027,zip5,-110.886680,45.178149
59028,zip5,-109.727756,45.290504
59029,zip5,-108.946005,45.387550
59030,zip5,-110.349768,45.123194
59031,zip5,-107.278503,45.462169
59032,zip5,-108.894589,46.865259
59033,zip5,-109.748168,45.705982
59034,zip5,-107.471911,45.903887
59037,zip5,-108.221364,45.850467
59038,zip5,-107.383533,46.363314
59039,zip5,-107.533297,46.668265
59041,zip5,-109.027291,45.484102
59043,zip5,-106.498900,45.529626
59044,zip5,-108.766262,45.598277
59046,zip5,-108.999166,46.373486
59047,zip5,-110.470265,45.455200
59050,zip5,-107.854865,45.295895
59052,zip5,-109.986825,45.521845
59053,zip5,-110.452396,46.611255
59055,zip5,-109.646823,46.042590
59057,zip5,-108.953329,45.854463
59058,zip5,-107.794743,46.925600
59059,zip5,-108.046752,46.510959
59061,zip5,-109.801872,45.394817
59062,zip5,-105.910245,45.394448
59063,zip5,-108.999178,45.661819
59064,zip5,-107.866008,45.974202
59065,zip5,-110.667246,45.282694
59067,zip5,-109.288239,45.992760
59068,zip5,-109.483891,45.164962
59069,zip5,-109.553659,45.809617
59070,zip5,-109.221581,45.380391
59071,zip5,-109.439470,45.369867
59072,zip5,-108.589049,46.441271
59074,zip5,-109.378458,46.410239
59075,zip5,-107.899402,45.492607
59076,zip5,-107.111632,46.281270
59077,zip5,-107.301525,47.009128
59078,zip5,-109.601583,46.368004
59079,zip5,-108.380233,46.075552
59085,zip5,-110.004268,46.487000
59086,zip5,-110.569938,46.030631
59087,zip5,-108.284569,47.166493
59088,zip5,-107.989418,46.168417
59089,zip5,-107.627253,45.081500
59101,zip5,-108.384259,45.651271
59102,zip5,-108.577149,45.773874
59105,zip5,-108.492064,45.856851
59106,zip5,-108.667978,45.783737
59201,zip5,-105.568401,48.323642
59211,zip5,-104.417954,48.677623
59212,zip5,-104.209184,48.046304
59213,zip5,-104.840492,48.342767
59214,zip5,-105.841419,47.204932
59215,zip5,-105.830557,47.547766
59218,zip5,-104.470917,48.169908
59219,zip5,-104.186240,48.548432
59221,zip5,-104.618789,47.995385
59222,zip5,-105.137335,48.708109
59223,zip5,-106.616397,47.832442
59225,zip5,-105.946288,48.259941
59226,zip5,-104.401984,48.302453
59230,zip5,-106.611819,48.416731
59241,zip5,-106.894655,48.272310
59242,zip5,-104.551904,48.433758
59243,zip5,-104.732710,47.739551
59244,zip5,-106.191306,48.575844
59247,zip5,-104.386991,48.483164
59248,zip5,-106.294096,48.251887
59250,zip5,-106.475082,48.890002
59252,zip5,-104.761958,48.911445
59253,zip5,-105.805824,48.781415
59254,zip5,-104.568058,48.650745
59255,zip5,-105.202139,48.314935
59256,zip5,-104.651482,48.954943
59257,zip5,-104.895404,48.768182
59258,zip5,-104.624229,48.549647
59259,zip5,-105.000009,47.602001
59260,zip5,-106.309248,48.714551
59261,zip5,-107.479041,48.644193
59262,zip5,-104.421506,47.489063
59263,zip5,-105.431603,48.720382
59270,zip5,-104.195315,47.720367
59274,zip5,-105.419623,47.809131
59275,zip5,-104.221727,48.853659
59276,zip5,-105.370928,48.938249
59301,zip5,-105.793231,46.401144
59311,zip5,-104.261380,45.198781
59312,zip5,-106.324939,46.729660
59313,zip5,-104.325533,46.198014
59314,zip5,-105.445648,45.206592
59315,zip5,-104.959648,47.375802
59316,zip5,-104.832848,45.415366
59317,zip5,-105.489021,45.521054
59318,zip5,-107.571265,47.355625
59322,zip5,-106.559090,47.099464
59324,zip5,-104.512048,45.910808
59326,zip5,-105.181228,46.663302
59327,zip5,-106.921925,46.575450
59330,zip5,-104.874167,47.177489
59332,zip5,-104.604758,45.388781
59336,zip5,-105.234368,46.387929
59337,zip5,-106.845694,47.441332
59338,zip5,-105.834478,46.658093
59339,zip5,-105.175754,47.198585
59341,zip5,-104.805462,46.736335
59343,zip5,-105.667301,45.543061
59344,zip5,-104.560458,46.431750
59345,zip5,-105.242505,45.736463
59347,zip5,-106.546999,45.917619
59349,zip5,-105.565758,46.922440
59351,zip5,-105.597777,46.036547
59353,zip5,-104.326043,46.828460
59354,zip5,-104.468193,46.124328
59401,zip5,-111.276017,47.511210
59402,zip5,-111.179286,47.504881
59404,zip5,-111.354669,47.532335
59405,zip5,-111.193351,47.210832
59410,zip5,-112.606584,47.427104
59411,zip5,-113.314174,48.895628
59412,zip5,-110.891056,47.318992
59414,zip5,-111.266737,47.526353
59416,zip5,-111.696126,48.024425
59417,zip5,-112.823844,48.549690
59418,zip5,-109.717352,46.787379
59419,zip5,-112.312013,47.970032
59420,zip5,-111.111430,47.894311
59421,zip5,-111.637396,47.112198
59422,zip5,-112.426894,47.603249
59424,zip5,-110.085331,47.362040
59425,zip5,-111.840456,48.170043
59427,zip5,-112.640302,48.752930
59430,zip5,-109.805156,47.448315
59433,zip5,-111.695945,47.885278
59434,zip5,-113.558425,48.728610
59436,zip5,-112.117127,47.623761
59440,zip5,-111.153222,47.686804
59441,zip5,-109.087051,46.874559
59442,zip5,-110.993183,47.975609
59443,zip5,-111.822419,47.552832
59444,zip5,-111.376824,48.429739
59446,zip5,-110.193690,47.648974
59447,zip5,-110.421990,47.307435
59448,zip5,-112.968490,48.227273
59450,zip5,-110.780223,47.608116
59451,zip5,-109.374403,47.379098
59452,zip5,-110.199483,46.847734
59453,zip5,-109.601210,46.605126
59454,zip5,-112.025631,48.736599
59456,zip5,-111.752697,48.285081
59457,zip5,-109.385074,46.960849
59460,zip5,-110.443648,48.016638
59462,zip5,-109.893344,47.112570
59463,zip5,-110.916670,47.055096
59464,zip5,-109.624867,46.990065
59465,zip5,-110.746499,46.971386
59466,zip5,-111.754836,48.768060
59467,zip5,-112.305779,48.085513
59468,zip5,-111.613974,47.701453
59469,zip5,-110.674057,47.227427
59471,zip5,-108.770435,47.400622
59472,zip5,-111.152490,47.403908
59474,zip5,-111.731770,48.523455
59479,zip5,-110.159963,47.173192
59480,zip5,-111.142592,47.238053
59482,zip5,-111.732075,48.907448
59483,zip5,-111.678951,47.463341
59484,zip5,-111.886438,48.985354
59486,zip5,-112.389547,48.222707
59487,zip5,-111.638861,47.583741
59489,zip5,-109.170362,47.628317
59501,zip5,-109.997789,48.841089
59520,zip5,-110.110287,48.144639
59521,zip5,-109.861934,48.357577
59522,zip5,-111.082340,48.415804
59523,zip5,-109.196324,48.649602
59524,zip5,-108.390874,48.164218
59525,zip5,-110.259949,48.598594
59526,zip5,-108.675461,48.628583
59527,zip5,-108.649670,48.196040
59528,zip5,-110.419947,48.616871
59529,zip5,-108.746840,48.887745
59530,zip5,-110.658143,48.609179
59531,zip5,-110.863951,48.274213
59532,zip5,-110.013179,48.543168
59535,zip5,-109.218436,48.046698
59537,zip5,-107.884665,48.789691
59538,zip5,-107.805135,48.316583
59540,zip5,-110.519602,48.650780
59542,zip5,-108.374346,48.872182
59544,zip5,-107.403617,48.874432
59545,zip5,-111.066700,48.848498
59546,zip5,-108.147784,47.749390
59601,zip5,-112.121307,46.559316
59602,zip5,-111.978712,46.673106
59625,zip5,-112.038030,46.601956
59632,zip5,-112.192053,46.235960
59633,zip5,-112.285738,46.679017
59634,zip5,-112.185978,46.377647
59635,zip5,-111.809572,46.595900
59639,zip5,-112.715432,47.036614
59641,zip5,-111.673318,46.145586
59642,zip5,-110.961589,46.254445
59643,zip5,-111.275597,46.195325
59644,zip5,-111.348371,46.413250
59645,zip5,-110.969904,46.656351
59647,zip5,-111.667426,46.405872
59648,zip5,-111.932972,46.774800
59701,zip5,-112.504551,45.980042
59711,zip5,-113.026196,46.155050
59714,zip5,-111.060336,45.979345
59715,zip5,-110.924342,45.601591
59717,zip5,-111.049909,45.668173
59718,zip5,-111.203684,45.673197
59720,zip5,-111.641624,45.005006
59721,zip5,-111.888724,45.634271
59722,zip5,-112.762748,46.353317
59724,zip5,-113.238606,44.903785
59725,zip5,-112.875788,45.123632
59727,zip5,-112.714850,45.783029
59729,zip5,-111.636703,45.386804
59730,zip5,-111.270040,45.326432
59731,zip5,-112.614487,46.629945
59733,zip5,-112.941345,46.567704
59735,zip5,-111.746744,45.694388
59736,zip5,-113.455455,45.390969
59739,zip5,-112.271008,44.732508
59741,zip5,-111.373497,45.766444
59745,zip5,-111.799780,45.526294
59747,zip5,-111.924016,45.655149
59748,zip5,-112.694889,46.088437
59749,zip5,-112.159660,45.422339
59750,zip5,-112.774216,45.980848
59751,zip5,-112.341682,45.620651
59752,zip5,-111.519552,45.889379
59754,zip5,-112.462461,45.466141
59755,zip5,-112.148956,45.026246
59756,zip5,-112.666498,46.207518
59758,zip5,-111.210049,44.820426
59759,zip5,-112.170454,45.746858
59761,zip5,-113.555513,45.711299
59762,zip5,-113.132290,45.803343
59801,zip5,-114.014992,46.854914
59802,zip5,-113.870582,46.973202
59803,zip5,-113.973233,46.761630
59804,zip5,-114.207913,46.873333
59808,zip5,-114.113831,47.004191
59812,zip5,-113.980182,46.860090
59820,zip5,-114.568117,46.876743
59821,zip5,-114.012119,47.189148
59823,zip5,-113.574682,46.942297
59824,zip5,-114.183439,47.417901
59825,zip5,-113.715567,46.695620
59826,zip5,-113.708529,47.460848
59827,zip5,-114.114735,45.817872
59828,zip5,-113.965794,46.327167
59829,zip5,-114.254725,45.582911
59831,zip5,-114.370746,47.258639
59832,zip5,-113.459301,46.672561
59833,zip5,-114.072499,46.659748
59834,zip5,-114.246674,47.065172
59837,zip5,-113.216666,46.573639
59840,zip5,-114.138766,46.178144
59843,zip5,-113.001022,46.841649
59844,zip5,-115.913600,48.064026
59845,zip5,-114.560970,47.582624
59846,zip5,-114.535088,47.153762
59847,zip5,-114.367414,46.766050
59848,zip5,-114.638360,47.669290
59853,zip5,-115.728453,48.100736
59854,zip5,-113.131120,47.255999
59858,zip5,-113.431775,46.257367
59859,zip5,-114.798972,47.516393
59860,zip5,-114.261591,47.689750
59864,zip5,-114.142626,47.543866
59865,zip5,-114.031147,47.351162
59866,zip5,-115.349068,47.368597
59868,zip5,-113.618301,47.242568
59870,zip5,-114.106186,46.494821
59871,zip5,-113.758686,45.923385
59872,zip5,-114.870738,47.077752
59873,zip5,-115.450292,47.572714
59874,zip5,-115.600973,47.846156
59875,zip5,-114.271306,46.414452
59901,zip5,-113.864482,48.013738
59910,zip5,-114.299923,47.777508
59911,zip5,-113.870939,47.821417
59912,zip5,-114.179222,48.376425
59914,zip5,-114.271025,47.876216
59915,zip5,-114.375094,47.824443
59916,zip5,-113.905110,48.669032
59917,zip5,-114.890221,48.702841
59920,zip5,-114.529650,47.988751
59922,zip5,-114.276318,47.999189
59923,zip5,-115.324260,48.333374
59925,zip5,-114.792651,48.050127
59928,zip5,-114.427360,48.759778
59929,zip5,-114.396723,47.912304
59930,zip5,-115.298109,48.837217
59931,zip5,-114.255544,47.923779
59932,zip5,-114.216889,48.086089
59935,zip5,-115.701932,48.805440
59937,zip5,-114.554512,48.523200
60002,zip5,-88.075870,42.469684
60004,zip5,-87.981184,42.111061
60005,zip5,-87.983497,42.062497
60007,zip5,-87.995027,42.011010
60008,zip5,-88.027942,42.077300
60010,zip5,-88.159026,42.154450
60012,zip5,-88.305454,42.272987
60013,zip5,-88.231745,42.226793
60014,zip5,-88.306680,42.230094
60015,zip5,-87.880307,42.178399
60016,zip5,-87.890421,42.046815
60018,zip5,-87.898533,42.015652
60020,zip5,-88.169621,42.397736
60021,zip5,-88.222341,42.194623
60022,zip5,-87.766020,42.136039
60025,zip5,-87.823263,42.066277
60026,zip5,-87.839745,42.090336
60029,zip5,-87.783380,42.058773
60030,zip5,-88.054277,42.330827
60031,zip5,-87.943104,42.373967
60033,zip5,-88.595482,42.425762
60034,zip5,-88.425901,42.454513
60035,zip5,-87.805944,42.177989
60037,zip5,-87.804620,42.210162
60040,zip5,-87.813874,42.205417
60041,zip5,-88.149696,42.361531
60042,zip5,-88.202977,42.277312
60043,zip5,-87.714386,42.089230
60044,zip5,-87.869861,42.278867
60045,zip5,-87.871845,42.236363
60046,zip5,-88.063129,42.414547
60047,zip5,-88.047224,42.198592
60048,zip5,-87.955733,42.302605
60050,zip5,-88.272218,42.359262
60051,zip5,-88.212812,42.337117
60053,zip5,-87.793083,42.040588
60056,zip5,-87.925589,42.067935
60060,zip5,-88.047474,42.259380
60061,zip5,-87.965039,42.233721
60062,zip5,-87.840895,42.125569
60064,zip5,-87.861003,42.324523
60067,zip5,-88.067820,42.106396
60068,zip5,-87.842813,42.008120
60069,zip5,-87.925454,42.175729
60070,zip5,-87.922825,42.095995
60071,zip5,-88.308655,42.465358
60072,zip5,-88.310376,42.411297
60073,zip5,-88.112518,42.358785
60074,zip5,-88.033230,42.117265
60076,zip5,-87.728004,42.038843
60077,zip5,-87.762314,42.015528
60081,zip5,-88.218810,42.455500
60082,zip5,-87.794888,42.113425
60083,zip5,-87.943763,42.407328
60084,zip5,-88.133017,42.272091
60085,zip5,-87.862134,42.359442
60087,zip5,-87.866894,42.410651
60088,zip5,-87.850853,42.304882
60089,zip5,-87.954775,42.135318
60090,zip5,-87.924142,42.128588
60091,zip5,-87.729605,42.078644
60093,zip5,-87.759780,42.104529
60096,zip5,-87.830318,42.479836
60097,zip5,-88.357017,42.387879
60098,zip5,-88.467115,42.327397
60099,zip5,-87.874775,42.464586
60101,zip5,-88.013906,41.932572
60102,zip5,-88.310700,42.163281
60103,zip5,-88.208037,41.972807
60104,zip5,-87.878725,41.881520
60106,zip5,-87.944839,41.958953
60107,zip5,-88.181160,42.021969
60108,zip5,-88.090518,41.949054
60110,zip5,-88.296582,42.114924
60111,zip5,-88.830933,42.022838
60112,zip5,-88.690823,41.925679
60115,zip5,-88.734884,41.885957
60118,zip5,-88.300207,42.091049
60119,zip5,-88.490172,41.844921
60120,zip5,-88.234587,41.977039
60123,zip5,-88.311973,42.039164
60124,zip5,-88.412087,42.018818
60126,zip5,-87.942371,41.896202
60129,zip5,-88.950168,42.007922
60130,zip5,-87.818738,41.864638
60131,zip5,-87.884935,41.937884
60133,zip5,-88.146053,41.954364
60134,zip5,-88.338506,41.881366
60135,zip5,-88.678895,42.101510
60136,zip5,-88.391194,42.114828
60137,zip5,-88.058334,41.863350
60139,zip5,-88.074609,41.897087
60140,zip5,-88.505585,42.072170
60141,zip5,-87.831634,41.857147
60142,zip5,-88.448762,42.175797
60143,zip5,-88.018026,41.973803
60145,zip5,-88.768232,42.098122
60146,zip5,-88.893253,42.016297
60148,zip5,-88.019785,41.876021
60150,zip5,-88.884962,41.907032
60151,zip5,-88.570271,41.833105
60152,zip5,-88.611882,42.146112
60153,zip5,-87.843796,41.881275
60154,zip5,-87.889000,41.848450
60155,zip5,-87.855328,41.854851
60156,zip5,-88.354493,42.182910
60157,zip5,-88.056092,41.966322
60160,zip5,-87.863870,41.901449
60162,zip5,-87.901460,41.866539
60163,zip5,-87.908039,41.892689
60164,zip5,-87.892590,41.916602
60165,zip5,-87.878715,41.905441
60169,zip5,-88.126003,42.051030
60171,zip5,-87.839991,41.924413
60172,zip5,-88.098550,41.977268
60173,zip5,-88.044456,42.046846
60174,zip5,-88.294853,41.918251
60175,zip5,-88.395403,41.944820
60176,zip5,-87.868664,41.959795
60177,zip5,-88.313949,41.991372
60178,zip5,-88.703544,42.000755
60180,zip5,-88.529080,42.221964
60181,zip5,-87.973513,41.881788
60184,zip5,-88.255939,41.954997
60185,zip5,-88.212409,41.896000
60187,zip5,-88.122932,41.854890
60188,zip5,-88.128154,41.912791
60190,zip5,-88.158304,41.868923
60191,zip5,-87.981373,41.966535
60192,zip5,-88.213954,42.070382
60193,zip5,-88.092627,42.007822
60194,zip5,-88.126799,42.036411
60195,zip5,-88.109674,42.069639
60201,zip5,-87.701610,42.054955
60202,zip5,-87.687516,42.030361
60203,zip5,-87.718277,42.042612
60208,zip5,-87.674312,42.055895
60301,zip5,-87.798169,41.888455
60302,zip5,-87.790139,41.894368
60304,zip5,-87.789281,41.872435
60305,zip5,-87.819727,41.893931
60401,zip5,-87.617192,41.344456
60402,zip5,-87.789863,41.833742
60403,zip5,-88.112950,41.558140
60404,zip5,-88.216017,41.504833
60406,zip5,-87.682246,41.658217
60407,zip5,-88.269801,41.230136
60408,zip5,-88.216796,41.245643
60409,zip5,-87.551977,41.611720
60410,zip5,-88.202727,41.419138
60411,zip5,-87.599723,41.504952
60415,zip5,-87.778806,41.699489
60416,zip5,-88.278900,41.281026
60417,zip5,-87.601220,41.434774
60419,zip5,-87.603745,41.629935
60420,zip5,-88.407705,41.080574
60421,zip5,-88.083171,41.422757
60422,zip5,-87.684292,41.539976
60423,zip5,-87.839241,41.470460
60424,zip5,-88.325110,41.171757
60425,zip5,-87.610899,41.537207
60426,zip5,-87.658045,41.617256
60428,zip5,-87.690937,41.595375
60429,zip5,-87.674998,41.578956
60430,zip5,-87.666412,41.560736
60431,zip5,-88.213605,41.541217
60432,zip5,-88.045404,41.540404
60433,zip5,-88.043049,41.497543
60435,zip5,-88.121922,41.537491
60436,zip5,-88.138379,41.493554
60437,zip5,-88.557963,41.162915
60438,zip5,-87.554304,41.568858
60439,zip5,-87.983436,41.684971
60440,zip5,-88.077490,41.698857
60441,zip5,-88.060417,41.596934
60442,zip5,-87.969899,41.388109
60443,zip5,-87.744187,41.509464
60444,zip5,-88.397750,41.242258
60445,zip5,-87.737319,41.638886
60446,zip5,-88.095948,41.644370
60447,zip5,-88.300977,41.509219
60448,zip5,-87.889373,41.498324
60449,zip5,-87.796279,41.419549
60450,zip5,-88.424746,41.379415
60451,zip5,-87.965190,41.502893
60452,zip5,-87.754508,41.580109
60453,zip5,-87.759439,41.716550
60455,zip5,-87.804734,41.733391
60456,zip5,-87.731306,41.731202
60457,zip5,-87.827300,41.728867
60458,zip5,-87.836079,41.747274
60459,zip5,-87.770398,41.745047
60460,zip5,-88.529281,41.005815
60461,zip5,-87.689032,41.517111
60462,zip5,-87.836575,41.592517
60463,zip5,-87.789001,41.653933
60464,zip5,-87.861768,41.669473
60465,zip5,-87.826809,41.700492
60466,zip5,-87.705360,41.449508
60467,zip5,-87.889395,41.604302
60468,zip5,-87.813753,41.331360
60469,zip5,-87.686557,41.628868
60470,zip5,-88.664216,41.187087
60471,zip5,-87.726279,41.480310
60472,zip5,-87.707450,41.641912
60473,zip5,-87.599410,41.597089
60475,zip5,-87.630487,41.468981
60476,zip5,-87.603251,41.564687
60477,zip5,-87.775433,41.565383
60478,zip5,-87.725023,41.557207
60479,zip5,-88.522473,41.225079
60480,zip5,-87.880750,41.711948
60481,zip5,-88.078393,41.291957
60482,zip5,-87.794561,41.688646
60487,zip5,-87.830814,41.530506
60490,zip5,-88.144811,41.678133
60491,zip5,-87.965631,41.571963
60501,zip5,-87.826945,41.773159
60502,zip5,-88.263638,41.760300
60503,zip5,-88.263075,41.711239
60504,zip5,-88.245568,41.740327
60505,zip5,-88.296736,41.764577
60506,zip5,-88.376714,41.766230
60510,zip5,-88.338019,41.848857
60511,zip5,-88.550733,41.764089
60512,zip5,-88.429046,41.680271
60513,zip5,-87.846567,41.823938
60514,zip5,-87.958776,41.795815
60515,zip5,-88.029863,41.808229
60516,zip5,-88.019809,41.726717
60517,zip5,-88.044450,41.750255
60518,zip5,-88.938828,41.553667
60520,zip5,-88.655607,41.776312
60521,zip5,-87.926656,41.801845
60523,zip5,-87.952101,41.837244
60525,zip5,-87.855322,41.778691
60526,zip5,-87.871304,41.834352
60527,zip5,-87.934742,41.745933
60530,zip5,-88.947980,41.796922
60531,zip5,-88.777343,41.615908
60532,zip5,-88.084913,41.794014
60534,zip5,-87.821117,41.813373
60538,zip5,-88.355240,41.730145
60539,zip5,-88.336087,41.825073
60540,zip5,-88.135081,41.764117
60541,zip5,-88.512006,41.508388
60542,zip5,-88.350978,41.806612
60543,zip5,-88.334317,41.652878
60544,zip5,-88.219761,41.615334
60545,zip5,-88.525688,41.677413
60546,zip5,-87.828847,41.833160
60548,zip5,-88.640487,41.648946
60549,zip5,-88.737334,41.492928
60550,zip5,-88.883056,41.775885
60551,zip5,-88.711527,41.543579
60552,zip5,-88.691010,41.655860
60553,zip5,-89.026882,41.740673
60554,zip5,-88.462935,41.772085
60555,zip5,-88.204653,41.816068
60556,zip5,-88.777895,41.760789
60558,zip5,-87.903256,41.803563
60559,zip5,-87.970596,41.785053
60560,zip5,-88.438006,41.626142
60561,zip5,-87.978683,41.745654
60563,zip5,-88.170950,41.789105
60564,zip5,-88.200807,41.706688
60565,zip5,-88.112488,41.731507
60585,zip5,-88.200208,41.651683
60586,zip5,-88.239197,41.571798
60601,zip5,-87.622395,41.886764
60602,zip5,-87.627291,41.883258
60603,zip5,-87.625515,41.880796
60604,zip5,-87.624728,41.878247
60605,zip5,-87.620001,41.865559
60606,zip5,-87.636843,41.882730
60607,zip5,-87.650064,41.878082
60608,zip5,-87.671250,41.848660
60609,zip5,-87.655329,41.812373
60610,zip5,-87.635911,41.900104
60611,zip5,-87.613564,41.889512
60612,zip5,-87.686525,41.881172
60613,zip5,-87.655961,41.954486
60614,zip5,-87.649355,41.921805
60615,zip5,-87.600545,41.802225
60616,zip5,-87.624746,41.845626
60617,zip5,-87.562710,41.712733
60618,zip5,-87.702885,41.946638
60619,zip5,-87.605217,41.743883
60620,zip5,-87.653337,41.739599
60621,zip5,-87.639763,41.776902
60622,zip5,-87.675841,41.903178
60623,zip5,-87.717345,41.847954
60624,zip5,-87.723345,41.880715
60625,zip5,-87.703656,41.972097
60626,zip5,-87.668310,42.010498
60628,zip5,-87.613994,41.690470
60629,zip5,-87.712583,41.775021
60630,zip5,-87.757795,41.973302
60631,zip5,-87.821916,41.987684
60632,zip5,-87.713708,41.811830
60633,zip5,-87.563328,41.651881
60634,zip5,-87.810573,41.945241
60636,zip5,-87.668951,41.775781
60637,zip5,-87.597019,41.780441
60638,zip5,-87.771652,41.782203
60639,zip5,-87.755978,41.920384
60640,zip5,-87.655351,41.972748
60641,zip5,-87.746765,41.946040
60643,zip5,-87.661830,41.699397
60644,zip5,-87.757417,41.880248
60645,zip5,-87.695109,42.008411
60646,zip5,-87.758472,41.993500
60647,zip5,-87.702362,41.921092
60649,zip5,-87.563447,41.761856
60651,zip5,-87.741066,41.902330
60652,zip5,-87.711958,41.746116
60653,zip5,-87.606745,41.820393
60654,zip5,-87.635439,41.888061
60655,zip5,-87.710153,41.680864
60656,zip5,-87.824863,41.977633
60657,zip5,-87.654446,41.939932
60659,zip5,-87.701795,41.990198
60660,zip5,-87.664964,41.990785
60661,zip5,-87.643565,41.882878
60666,zip5,-87.906354,41.976888
60706,zip5,-87.816564,41.963328
60707,zip5,-87.809221,41.923328
60712,zip5,-87.736235,42.006147
60714,zip5,-87.811104,42.029679
60803,zip5,-87.737047,41.668998
60804,zip5,-87.758745,41.840739
60805,zip5,-87.701714,41.720693
60827,zip5,-87.625238,41.645396
60901,zip5,-87.880399,41.097870
60911,zip5,-87.976214,40.883845
60912,zip5,-87.600413,40.972589
60913,zip5,-88.060131,41.138646
60914,zip5,-87.855864,41.184686
60915,zip5,-87.864128,41.145539
60917,zip5,-88.191205,41.039805
60918,zip5,-88.029710,40.601678
60919,zip5,-88.189511,40.968337
60921,zip5,-88.294849,40.726840
60922,zip5,-87.933876,40.987557
60924,zip5,-87.889504,40.565651
60927,zip5,-87.970530,40.942661
60928,zip5,-87.853114,40.755865
60929,zip5,-88.290920,40.886332
60930,zip5,-88.005951,40.824626
60931,zip5,-87.599584,40.892790
60934,zip5,-88.302428,40.979378
60935,zip5,-88.176247,41.181035
60936,zip5,-88.346779,40.464280
60938,zip5,-87.993713,40.766472
60940,zip5,-87.644190,41.203678
60941,zip5,-88.077294,41.052704
60942,zip5,-87.663756,40.448906
60946,zip5,-88.187082,40.901303
60948,zip5,-88.074014,40.517605
60949,zip5,-88.091988,40.385426
60950,zip5,-87.886422,41.250554
60951,zip5,-87.750523,40.918599
60952,zip5,-88.242890,40.574293
60953,zip5,-87.694768,40.630568
60954,zip5,-87.653322,41.145949
60955,zip5,-87.988233,40.694348
60957,zip5,-88.121754,40.452487
60959,zip5,-88.182557,40.770378
60960,zip5,-87.882109,40.429169
60961,zip5,-88.227367,41.098404
60962,zip5,-88.177435,40.625355
60963,zip5,-87.691931,40.347499
60964,zip5,-87.686185,41.010735
60966,zip5,-87.589434,40.768921
60968,zip5,-88.074982,40.662752
60970,zip5,-87.731771,40.794824
