regionname,regiontype,regionlongitude,regionlatitude
15222,zip5,-79.993547,40.447359
15223,zip5,-79.953661,40.502157
15224,zip5,-79.946901,40.461179
15225,zip5,-80.114485,40.507946
15226,zip5,-80.015886,40.396759
15227,zip5,-79.973028,40.380191
15228,zip5,-80.043848,40.359907
15229,zip5,-80.035460,40.520880
15232,zip5,-79.930865,40.452374
15233,zip5,-80.029902,40.455354
15234,zip5,-80.022066,40.363610
15235,zip5,-79.835989,40.450967
15236,zip5,-79.976576,40.336756
15237,zip5,-80.048994,40.560999
15238,zip5,-79.872425,40.516147
15239,zip5,-79.743578,40.487725
15241,zip5,-80.082747,40.331512
15243,zip5,-80.074095,40.370959
15260,zip5,-79.944642,40.436799
15261,zip5,-79.963920,40.444166
15275,zip5,-80.179823,40.450385
15282,zip5,-79.989242,40.437049
15301,zip5,-80.249222,40.166250
15310,zip5,-80.466244,39.799215
15311,zip5,-80.187771,40.026647
15312,zip5,-80.429703,40.245390
15313,zip5,-80.014887,40.055161
15314,zip5,-80.008650,40.141894
15317,zip5,-80.171316,40.267943
15320,zip5,-80.010547,39.866992
15321,zip5,-80.197478,40.314429
15322,zip5,-80.059906,39.975111
15323,zip5,-80.412189,40.104945
15324,zip5,-80.063649,40.100216
15327,zip5,-79.973831,39.754013
15329,zip5,-80.255796,40.019864
15330,zip5,-80.106309,40.180555
15331,zip5,-80.021600,40.106916
15332,zip5,-79.984611,40.239207
15333,zip5,-80.010724,40.032943
15337,zip5,-80.351342,39.908605
15338,zip5,-79.968080,39.822461
15340,zip5,-80.315905,40.279265
15341,zip5,-80.347699,39.792792
15342,zip5,-80.223239,40.236920
15344,zip5,-80.052881,39.918390
15345,zip5,-80.094711,40.024712
15346,zip5,-80.079387,39.925199
15349,zip5,-80.093363,39.753082
15352,zip5,-80.424999,39.755491
15353,zip5,-80.294232,40.009750
15357,zip5,-79.984763,39.935045
15359,zip5,-80.281662,39.895830
15360,zip5,-80.084540,40.078814
15362,zip5,-80.243200,39.764610
15363,zip5,-80.198079,40.250680
15364,zip5,-80.289281,39.900713
15367,zip5,-80.056386,40.269866
15370,zip5,-80.207689,39.794903
15376,zip5,-80.479230,40.106794
15377,zip5,-80.430234,39.962924
15380,zip5,-80.465806,39.873842
15401,zip5,-79.739593,39.891541
15410,zip5,-79.905138,39.917195
15411,zip5,-79.354607,39.752100
15412,zip5,-79.862184,40.088291
15413,zip5,-79.871353,39.983920
15417,zip5,-79.926429,39.972248
15419,zip5,-79.891104,40.043599
15423,zip5,-79.927863,40.080612
15424,zip5,-79.326618,39.765802
15425,zip5,-79.566459,40.029490
15427,zip5,-79.972065,40.072446
15428,zip5,-79.691267,40.084832
15431,zip5,-79.601796,39.947885
15432,zip5,-79.857657,40.111764
15433,zip5,-79.958105,39.976136
15434,zip5,-79.881967,40.080634
15436,zip5,-79.725622,39.810414
15437,zip5,-79.602556,39.804684
15438,zip5,-79.852871,40.065171
15440,zip5,-79.614317,39.727804
15442,zip5,-79.833404,39.982960
15444,zip5,-79.907665,40.008889
15445,zip5,-79.651607,39.875809
15446,zip5,-79.401521,40.061590
15450,zip5,-79.978559,40.010788
15451,zip5,-79.820534,39.739049
15456,zip5,-79.650936,39.933131
15458,zip5,-79.863019,39.890423
15459,zip5,-79.456993,39.772575
15461,zip5,-79.884892,39.838122
15462,zip5,-79.374230,40.056962
15463,zip5,-79.864658,39.962692
15464,zip5,-79.434452,39.859984
15468,zip5,-79.849554,39.946461
15469,zip5,-79.406999,40.013933
15470,zip5,-79.504225,39.875326
15473,zip5,-79.773045,40.072270
15474,zip5,-79.896054,39.738693
15475,zip5,-79.900784,39.961969
15477,zip5,-79.867650,40.077917
15478,zip5,-79.809167,39.751413
15479,zip5,-79.720414,40.137414
15480,zip5,-79.776291,39.991355
15482,zip5,-79.735439,40.073844
15483,zip5,-79.849130,40.082232
15486,zip5,-79.703554,40.031843
15488,zip5,-79.745658,39.977887
15490,zip5,-79.463167,40.074237
15501,zip5,-79.124402,39.953037
15521,zip5,-78.628073,40.211038
15522,zip5,-78.568418,39.915366
15530,zip5,-78.908360,39.944984
15531,zip5,-79.069719,40.201628
15533,zip5,-78.241542,39.992829
15534,zip5,-78.691092,39.864501
15535,zip5,-78.467830,39.815097
15536,zip5,-78.201916,39.964261
15537,zip5,-78.371868,39.942024
15538,zip5,-78.843855,39.858311
15539,zip5,-78.592273,40.126089
15540,zip5,-79.240730,39.793459
15541,zip5,-78.966767,40.050096
15542,zip5,-79.084241,39.877338
15545,zip5,-78.798879,39.780259
15546,zip5,-79.047836,40.137552
15550,zip5,-78.653442,39.979569
15551,zip5,-79.259629,39.887593
15552,zip5,-79.004568,39.797750
15554,zip5,-78.622438,40.130831
15557,zip5,-79.205895,39.925358
15558,zip5,-79.084826,39.742483
15559,zip5,-78.674996,40.012529
15562,zip5,-79.123417,39.742341
15563,zip5,-78.951370,40.084216
15601,zip5,-79.534356,40.330641
15610,zip5,-79.445412,40.116610
15611,zip5,-79.655503,40.287349
15612,zip5,-79.600152,40.136718
15613,zip5,-79.556302,40.475425
15615,zip5,-79.744481,40.361919
15616,zip5,-79.569838,40.244933
15617,zip5,-79.657485,40.268917
15618,zip5,-79.450047,40.528340
15620,zip5,-79.260481,40.309911
15622,zip5,-79.316305,40.034458
15623,zip5,-79.623221,40.366376
15625,zip5,-79.675446,40.258031
15626,zip5,-79.571900,40.406531
15627,zip5,-79.287680,40.301816
15628,zip5,-79.374254,40.095669
15631,zip5,-79.585866,40.088796
15632,zip5,-79.605719,40.439140
15634,zip5,-79.597868,40.322291
15636,zip5,-79.653798,40.360686
15637,zip5,-79.715728,40.260048
15639,zip5,-79.588452,40.202379
15641,zip5,-79.590129,40.631898
15642,zip5,-79.724236,40.315514
15644,zip5,-79.612470,40.282811
15646,zip5,-79.314705,40.074692
15647,zip5,-79.723371,40.341772
15650,zip5,-79.382635,40.274264
15655,zip5,-79.163872,40.178172
15656,zip5,-79.620926,40.643439
15658,zip5,-79.237599,40.258921
15661,zip5,-79.352074,40.322016
15663,zip5,-79.674539,40.245127
15665,zip5,-79.661924,40.336643
15666,zip5,-79.487364,40.162570
15668,zip5,-79.660260,40.461180
15670,zip5,-79.420203,40.400037
15672,zip5,-79.628599,40.208045
15675,zip5,-79.636447,40.329478
15677,zip5,-79.227953,40.189492
15678,zip5,-79.711482,40.287045
15679,zip5,-79.652389,40.163837
15681,zip5,-79.451533,40.445563
15683,zip5,-79.604793,40.100293
15684,zip5,-79.511155,40.466458
15686,zip5,-79.442775,40.607123
15687,zip5,-79.286871,40.071400
15688,zip5,-79.583525,40.161266
15690,zip5,-79.551257,40.608583
15692,zip5,-79.679982,40.330703
15697,zip5,-79.582266,40.245678
15698,zip5,-79.680855,40.216969
15701,zip5,-79.144752,40.633014
15705,zip5,-79.159445,40.616376
15711,zip5,-78.950641,41.011161
15713,zip5,-79.262417,40.571334
15714,zip5,-78.829219,40.649901
15716,zip5,-79.191825,40.477082
15717,zip5,-79.208134,40.465230
15720,zip5,-79.077312,40.542667
15721,zip5,-78.780980,40.813668
15722,zip5,-78.717027,40.590914
15724,zip5,-78.822516,40.737343
15725,zip5,-79.353840,40.503577
15728,zip5,-78.954750,40.625146
15729,zip5,-78.912424,40.702283
15730,zip5,-78.921367,40.957911
15732,zip5,-79.223745,40.721157
15739,zip5,-79.023652,40.718317
15742,zip5,-78.868346,40.821429
15744,zip5,-79.083283,40.917191
15747,zip5,-79.142298,40.763576
15748,zip5,-79.115467,40.520147
15753,zip5,-78.675004,40.733857
15757,zip5,-78.714881,40.894661
15758,zip5,-79.061266,40.903610
15759,zip5,-79.008625,40.720161
15760,zip5,-78.800792,40.652519
15762,zip5,-78.822822,40.611371
15763,zip5,-79.129437,40.909567
15764,zip5,-79.044927,41.004035
15765,zip5,-78.994819,40.599132
15767,zip5,-78.984721,40.935997
15770,zip5,-79.147403,40.994103
15771,zip5,-78.983465,40.832740
15772,zip5,-78.917425,40.863883
15773,zip5,-78.727944,40.627972
15774,zip5,-79.333470,40.647176
15775,zip5,-78.777440,40.607748
15776,zip5,-79.107214,41.013488
15777,zip5,-78.964100,40.691957
15778,zip5,-79.191331,40.975222
15780,zip5,-79.044606,40.924256
15784,zip5,-79.118225,41.037633
15801,zip5,-78.702671,41.138148
15821,zip5,-78.343290,41.320550
15823,zip5,-78.709509,41.266001
15824,zip5,-78.831092,41.259012
15825,zip5,-79.038166,41.142154
15827,zip5,-78.485292,41.320849
15828,zip5,-79.149881,41.322686
15829,zip5,-79.192963,41.163456
15832,zip5,-78.198073,41.344840
15834,zip5,-78.286308,41.518337
15840,zip5,-78.823069,41.172763
15845,zip5,-78.686697,41.506588
15846,zip5,-78.604136,41.322364
15848,zip5,-78.731086,41.025771
15849,zip5,-78.577223,41.162395
15851,zip5,-78.904146,41.096716
15853,zip5,-78.787790,41.402157
15856,zip5,-78.629882,41.049840
15857,zip5,-78.534337,41.459538
15860,zip5,-79.029881,41.367546
15861,zip5,-78.041783,41.383360
15864,zip5,-79.208280,41.116393
15865,zip5,-78.821000,41.050232
15868,zip5,-78.501991,41.256453
15870,zip5,-78.617206,41.573109
15901,zip5,-78.910608,40.330524
15902,zip5,-78.873445,40.326655
15904,zip5,-78.855424,40.285944
15905,zip5,-78.976344,40.292229
15906,zip5,-78.957710,40.382782
15909,zip5,-78.874236,40.402028
15920,zip5,-79.045490,40.465707
15923,zip5,-79.180990,40.292313
15924,zip5,-78.782883,40.080141
15926,zip5,-78.819202,40.052082
15927,zip5,-78.784793,40.538986
15928,zip5,-78.913393,40.230741
15931,zip5,-78.774107,40.454765
15935,zip5,-78.964093,40.144429
15936,zip5,-78.899923,40.176861
15938,zip5,-78.621843,40.420126
15940,zip5,-78.628226,40.520526
15942,zip5,-78.812502,40.408132
15943,zip5,-78.822170,40.473322
15944,zip5,-79.085378,40.356705
15945,zip5,-78.868996,40.358881
15946,zip5,-78.650133,40.365833
15949,zip5,-79.130026,40.401172
15951,zip5,-78.771867,40.338750
15952,zip5,-78.763721,40.299368
15953,zip5,-78.885362,40.215003
15954,zip5,-79.007689,40.408878
15955,zip5,-78.700148,40.319700
15956,zip5,-78.781723,40.316557
15957,zip5,-78.916973,40.546750
15958,zip5,-78.734600,40.397511
15960,zip5,-78.907954,40.506177
15961,zip5,-78.931774,40.475192
15963,zip5,-78.769000,40.227450
16001,zip5,-79.929088,40.831868
16002,zip5,-79.856020,40.814309
16020,zip5,-79.895123,41.092420
16022,zip5,-79.731303,41.052825
16023,zip5,-79.757897,40.784186
16025,zip5,-79.742925,40.951418
16028,zip5,-79.630430,40.968178
16030,zip5,-79.798623,41.137732
16033,zip5,-80.046042,40.791732
16034,zip5,-79.737163,40.822670
16036,zip5,-79.651306,41.136040
16037,zip5,-80.125043,40.839771
16038,zip5,-79.957265,41.191570
16040,zip5,-79.841206,41.085381
16041,zip5,-79.723095,40.969853
16045,zip5,-79.917415,40.854581
16046,zip5,-80.029327,40.709877
16049,zip5,-79.678439,41.081627
16050,zip5,-79.767716,41.038693
16051,zip5,-80.154419,40.945802
16052,zip5,-80.078196,40.867735
16053,zip5,-79.982735,40.803964
16055,zip5,-79.736776,40.707618
16056,zip5,-79.834685,40.723446
16057,zip5,-80.067985,41.024152
16059,zip5,-79.940279,40.702716
16061,zip5,-79.886841,40.997936
16063,zip5,-80.120371,40.773164
16066,zip5,-80.101142,40.709772
16101,zip5,-80.307057,40.993244
16102,zip5,-80.407125,40.959673
16105,zip5,-80.330807,41.053727
16110,zip5,-80.382300,41.507152
16111,zip5,-80.278430,41.521974
16112,zip5,-80.493791,40.974662
16114,zip5,-80.177427,41.406626
16115,zip5,-80.437495,40.794946
16116,zip5,-80.451419,41.028871
16117,zip5,-80.262265,40.850380
16120,zip5,-80.463528,40.890655
16121,zip5,-80.493421,41.201655
16123,zip5,-80.199492,40.827602
16124,zip5,-80.261533,41.324060
16125,zip5,-80.363227,41.400172
16127,zip5,-80.069619,41.173230
16130,zip5,-80.200299,41.412936
16131,zip5,-80.384086,41.541887
16133,zip5,-80.108550,41.270678
16134,zip5,-80.449104,41.478726
16137,zip5,-80.249382,41.156447
16141,zip5,-80.387550,40.868645
16142,zip5,-80.336950,41.149460
16143,zip5,-80.451689,41.094158
16145,zip5,-80.081945,41.399068
16146,zip5,-80.497270,41.236958
16148,zip5,-80.438423,41.225061
16150,zip5,-80.418311,41.279036
16153,zip5,-80.103434,41.328550
16154,zip5,-80.423549,41.335085
16156,zip5,-80.231391,41.099429
16157,zip5,-80.335688,40.825029
16159,zip5,-80.448391,41.147612
16172,zip5,-80.330100,41.117598
16201,zip5,-79.493855,40.823222
16210,zip5,-79.518286,40.878738
16212,zip5,-79.581543,40.753277
16213,zip5,-79.573180,41.146292
16214,zip5,-79.337916,41.167977
16217,zip5,-79.187544,41.338855
16218,zip5,-79.572079,40.939840
16222,zip5,-79.255993,40.800797
16224,zip5,-79.280710,41.052058
16225,zip5,-79.258816,41.222708
16226,zip5,-79.498325,40.717503
16229,zip5,-79.647325,40.729163
16232,zip5,-79.532339,41.248676
16233,zip5,-79.288363,41.357364
16234,zip5,-79.325808,41.131629
16235,zip5,-79.345997,41.324795
16238,zip5,-79.520989,40.786777
16239,zip5,-79.082185,41.475214
16240,zip5,-79.219470,41.030752
16242,zip5,-79.332366,41.028925
16248,zip5,-79.508773,41.033766
16249,zip5,-79.291898,40.782008
16254,zip5,-79.418761,41.252334
16255,zip5,-79.456138,41.108901
16256,zip5,-79.138311,40.856237
16258,zip5,-79.292557,41.207217
16259,zip5,-79.457008,40.941722
16260,zip5,-79.213403,41.338941
16262,zip5,-79.644353,40.844286
16301,zip5,-79.636981,41.454585
16311,zip5,-80.044196,41.457211
16313,zip5,-79.197974,41.701503
16314,zip5,-80.071342,41.468378
16316,zip5,-80.290365,41.615791
16317,zip5,-79.853828,41.507142
16319,zip5,-79.719941,41.337641
16321,zip5,-79.369155,41.569292
16323,zip5,-79.828591,41.412622
16326,zip5,-79.412303,41.362542
16327,zip5,-79.957269,41.640454
16329,zip5,-79.281743,41.851163
16331,zip5,-79.591774,41.288562
16332,zip5,-79.346172,41.375919
16333,zip5,-78.865557,41.799003
16334,zip5,-79.458288,41.309872
16335,zip5,-80.169837,41.617640
16340,zip5,-79.440628,41.841284
16341,zip5,-79.551949,41.547676
16342,zip5,-79.920642,41.325218
16345,zip5,-79.076644,41.955250
16346,zip5,-79.660836,41.354145
16347,zip5,-79.021480,41.688493
16350,zip5,-79.305526,41.931025
16351,zip5,-79.362136,41.712824
16353,zip5,-79.239117,41.415464
16354,zip5,-79.681083,41.608882
16360,zip5,-79.898666,41.692191
16362,zip5,-79.949597,41.465900
16364,zip5,-79.509329,41.374259
16365,zip5,-79.100364,41.841748
16371,zip5,-79.330976,41.855889
16372,zip5,-79.873183,41.201471
16373,zip5,-79.717574,41.173231
16374,zip5,-79.758668,41.213566
16401,zip5,-80.372512,41.874870
16402,zip5,-79.455263,41.959792
16403,zip5,-80.058577,41.805797
16404,zip5,-79.779923,41.641535
16405,zip5,-79.551724,41.946403
16406,zip5,-80.380166,41.744489
16407,zip5,-79.696298,41.925005
16410,zip5,-80.302744,41.918836
16411,zip5,-80.453634,41.980488
16412,zip5,-80.161637,41.878655
16415,zip5,-80.227130,42.023730
16417,zip5,-80.316611,41.980556
16420,zip5,-79.548981,41.770097
16421,zip5,-79.939413,42.174393
16423,zip5,-80.326100,42.024895
16424,zip5,-80.417625,41.666615
16426,zip5,-80.137508,41.977157
16428,zip5,-79.846117,42.165415
16430,zip5,-80.421752,42.001021
16433,zip5,-80.133081,41.732046
16434,zip5,-79.697364,41.798954
16435,zip5,-80.380146,41.807258
16436,zip5,-79.558769,41.844854
16438,zip5,-79.850886,41.889356
16440,zip5,-80.128474,41.792662
16441,zip5,-79.995725,41.862656
16442,zip5,-79.832801,42.049764
16443,zip5,-80.470670,41.939939
16444,zip5,-80.123103,41.873032
16501,zip5,-80.087238,42.123744
16502,zip5,-80.100438,42.112951
16503,zip5,-80.060255,42.127982
16504,zip5,-80.050889,42.107962
16505,zip5,-80.148195,42.101933
16506,zip5,-80.165771,42.045077
16507,zip5,-80.083427,42.134925
16508,zip5,-80.093022,42.098600
16509,zip5,-80.043458,42.065221
16510,zip5,-79.953839,42.110072
16511,zip5,-79.985496,42.167362
16565,zip5,-80.099890,42.068865
16601,zip5,-78.426537,40.527450
16602,zip5,-78.366289,40.514376
16611,zip5,-78.116435,40.549157
16613,zip5,-78.542314,40.538959
16616,zip5,-78.444588,40.749004
16617,zip5,-78.354050,40.645545
16620,zip5,-78.352429,40.840139
16621,zip5,-78.141022,40.200065
16622,zip5,-78.042173,40.323669
16623,zip5,-78.026717,40.288258
16625,zip5,-78.531381,40.295012
16627,zip5,-78.513192,40.749163
16630,zip5,-78.580824,40.441930
16634,zip5,-78.169828,40.220171
16635,zip5,-78.479896,40.423697
16636,zip5,-78.523174,40.619393
16637,zip5,-78.451424,40.279795
16639,zip5,-78.439417,40.690539
16640,zip5,-78.554365,40.703676
16641,zip5,-78.579456,40.477005
16645,zip5,-78.500932,40.801798
16646,zip5,-78.705684,40.681017
16647,zip5,-78.108155,40.390294
16648,zip5,-78.331889,40.421069
16650,zip5,-78.284849,40.106641
16651,zip5,-78.373291,40.811716
16652,zip5,-77.911918,40.554947
16655,zip5,-78.555425,40.223495
16656,zip5,-78.566772,40.821555
16657,zip5,-78.187079,40.340965
16659,zip5,-78.385421,40.144235
16661,zip5,-78.466565,40.822452
16662,zip5,-78.310466,40.282869
16664,zip5,-78.435298,40.189666
16666,zip5,-78.309417,40.870384
16667,zip5,-78.536037,40.185239
16668,zip5,-78.620314,40.562687
16669,zip5,-77.960314,40.631125
16671,zip5,-78.399758,40.802836
16673,zip5,-78.398807,40.310704
16674,zip5,-78.100428,40.175359
16678,zip5,-78.266558,40.137718
16679,zip5,-78.193005,40.152101
16680,zip5,-78.398919,40.743036
16683,zip5,-78.067765,40.677224
16685,zip5,-78.111903,40.272629
16686,zip5,-78.229393,40.664743
16689,zip5,-78.093281,40.070559
16691,zip5,-78.151810,40.084732
16692,zip5,-78.717493,40.751775
16693,zip5,-78.238912,40.406555
16695,zip5,-78.357429,40.197747
16701,zip5,-78.725954,41.930804
16720,zip5,-78.015417,41.563554
16724,zip5,-78.324511,41.695747
16726,zip5,-78.578951,41.818712
16727,zip5,-78.544665,41.967211
16729,zip5,-78.499140,41.963452
16731,zip5,-78.380015,41.944142
16732,zip5,-78.557097,41.860704
16734,zip5,-78.886168,41.538410
16735,zip5,-78.687587,41.578599
16738,zip5,-78.691196,41.822684
16740,zip5,-78.654175,41.746856
16743,zip5,-78.280900,41.785210
16744,zip5,-78.539097,41.890509
16745,zip5,-78.484860,41.909459
16746,zip5,-78.133947,41.769930
16748,zip5,-78.162430,41.915489
16749,zip5,-78.494653,41.816794
16750,zip5,-78.323455,41.888108
16801,zip5,-77.844213,40.790757
16802,zip5,-77.861644,40.801551
16803,zip5,-77.902466,40.795236
16820,zip5,-77.392300,40.852826
16821,zip5,-78.206213,40.963467
16822,zip5,-77.705347,41.155704
16823,zip5,-77.760868,40.892996
16827,zip5,-77.762493,40.759041
16828,zip5,-77.691719,40.800719
16829,zip5,-77.904014,41.078884
16830,zip5,-78.441046,41.094325
16832,zip5,-77.478219,40.845151
16833,zip5,-78.555430,40.946025
16836,zip5,-78.252182,41.052188
16837,zip5,-78.477763,40.936666
16838,zip5,-78.626056,40.997235
16839,zip5,-78.108002,40.967065
16840,zip5,-78.185930,40.934531
16841,zip5,-77.685514,41.039320
16844,zip5,-77.936356,40.854804
16845,zip5,-77.997799,41.122905
16852,zip5,-77.517958,40.924127
16854,zip5,-77.467978,40.884473
16858,zip5,-78.201446,40.942582
16859,zip5,-78.029164,41.023597
16860,zip5,-78.162016,40.952422
16861,zip5,-78.508534,40.870743
16863,zip5,-78.484142,40.894586
16864,zip5,-77.730039,41.095999
16865,zip5,-77.982588,40.681705
16866,zip5,-78.171061,40.867784
16870,zip5,-78.055721,40.764119
16871,zip5,-78.026411,41.212183
16872,zip5,-77.342187,40.967154
16874,zip5,-77.963688,40.992189
16875,zip5,-77.566025,40.854096
16877,zip5,-78.098285,40.721168
16878,zip5,-78.361247,40.949690
16879,zip5,-78.152391,40.966322
16881,zip5,-78.322039,41.017375
16882,zip5,-77.321771,40.915586
16901,zip5,-77.363666,41.732826
16912,zip5,-77.114612,41.646065
16914,zip5,-76.791454,41.860645
16915,zip5,-77.938443,41.769915
16917,zip5,-77.096568,41.727509
16920,zip5,-77.297459,41.980792
16921,zip5,-77.520294,41.616024
16922,zip5,-77.722575,41.673294
16923,zip5,-77.866565,41.933178
16925,zip5,-76.780689,41.951567
16926,zip5,-76.710391,41.658712
16927,zip5,-77.688894,41.976715
16928,zip5,-77.438342,41.965071
16929,zip5,-77.131825,41.970587
16930,zip5,-77.146726,41.543497
16932,zip5,-76.956969,41.786543
16933,zip5,-77.062745,41.810087
16935,zip5,-77.313493,41.894120
16936,zip5,-76.983785,41.956795
16937,zip5,-77.716761,41.964860
16938,zip5,-77.331323,41.588803
16939,zip5,-77.048131,41.657034
16940,zip5,-77.237960,41.981249
16941,zip5,-77.765934,41.973568
16942,zip5,-77.383870,41.988678
16943,zip5,-77.591019,41.844936
16946,zip5,-77.145677,41.898478
16947,zip5,-76.726468,41.762342
16948,zip5,-77.751349,41.847282
16950,zip5,-77.556788,41.940410
17002,zip5,-77.856888,40.507281
17003,zip5,-76.575347,40.381801
17004,zip5,-77.733692,40.601850
17005,zip5,-76.808582,40.605590
17006,zip5,-77.504052,40.308583
17007,zip5,-77.115670,40.142816
17009,zip5,-77.565717,40.627993
17011,zip5,-76.924856,40.240314
17013,zip5,-77.199959,40.234491
17014,zip5,-77.104523,40.661738
17015,zip5,-77.211968,40.082930
17017,zip5,-76.867514,40.643875
17018,zip5,-76.880102,40.405575
17019,zip5,-77.025134,40.082799
17020,zip5,-77.031355,40.402382
17021,zip5,-77.662906,40.367208
17022,zip5,-76.608959,40.157690
17023,zip5,-76.806902,40.570679
17024,zip5,-77.278967,40.397898
17025,zip5,-76.999960,40.294101
17026,zip5,-76.431578,40.460338
17028,zip5,-76.677496,40.414242
17029,zip5,-77.624466,40.545345
17030,zip5,-76.702527,40.594429
17032,zip5,-76.777504,40.500028
17033,zip5,-76.631937,40.291857
17034,zip5,-76.785549,40.210327
17035,zip5,-77.590079,40.366158
17036,zip5,-76.699456,40.252982
17037,zip5,-77.374210,40.439464
17038,zip5,-76.552028,40.460639
17040,zip5,-77.318696,40.314787
17042,zip5,-76.422121,40.289620
17043,zip5,-76.897206,40.244602
17044,zip5,-77.584772,40.577705
17045,zip5,-77.008231,40.586177
17046,zip5,-76.437075,40.378557
17047,zip5,-77.426168,40.356090
17048,zip5,-76.719992,40.561196
17049,zip5,-77.275961,40.651138
17050,zip5,-77.023127,40.247729
17051,zip5,-77.753370,40.461770
17052,zip5,-77.977768,40.375758
17053,zip5,-77.024446,40.323386
17055,zip5,-76.993188,40.185163
17057,zip5,-76.726766,40.203468
17058,zip5,-77.416039,40.547549
17059,zip5,-77.399293,40.604216
17060,zip5,-77.890968,40.392647
17061,zip5,-76.905739,40.566139
17062,zip5,-77.116620,40.549650
17063,zip5,-77.530956,40.738707
17065,zip5,-77.189914,40.109918
17066,zip5,-77.877752,40.376740
17067,zip5,-76.317258,40.305223
17068,zip5,-77.183785,40.413947
17070,zip5,-76.860092,40.203355
17071,zip5,-77.585948,40.277583
17073,zip5,-76.265789,40.291545
17074,zip5,-77.144482,40.442016
17076,zip5,-77.316127,40.614495
17078,zip5,-76.587519,40.284583
17080,zip5,-76.802401,40.641582
17082,zip5,-77.465271,40.486793
17084,zip5,-77.616235,40.674530
17086,zip5,-77.153793,40.688436
17087,zip5,-76.262892,40.366976
17090,zip5,-77.197994,40.325195
17094,zip5,-77.166562,40.609954
17097,zip5,-76.706492,40.581491
17098,zip5,-76.618977,40.584629
17099,zip5,-77.572535,40.642346
17101,zip5,-76.880339,40.263875
17102,zip5,-76.890299,40.272630
17103,zip5,-76.862791,40.272605
17104,zip5,-76.857788,40.255264
17109,zip5,-76.820537,40.286712
17110,zip5,-76.873862,40.317861
17111,zip5,-76.789310,40.261740
17112,zip5,-76.803931,40.357856
17113,zip5,-76.827952,40.233063
17201,zip5,-77.690214,39.904101
17211,zip5,-78.408647,39.740744
17212,zip5,-78.070701,39.798989
17213,zip5,-77.780354,40.246051
17214,zip5,-77.465702,39.729835
17215,zip5,-77.916873,40.067011
17217,zip5,-77.683440,40.271747
17219,zip5,-77.713364,40.236649
17220,zip5,-77.728892,40.204087
17221,zip5,-77.815228,40.073012
17222,zip5,-77.488377,39.898300
17223,zip5,-77.946130,40.078341
17224,zip5,-77.850294,39.978424
17225,zip5,-77.752896,39.781150
17228,zip5,-78.083515,39.994879
17229,zip5,-78.023275,40.060529
17232,zip5,-77.642804,40.109611
17233,zip5,-77.989384,39.956318
17236,zip5,-77.972391,39.800953
17237,zip5,-77.554119,39.841936
17238,zip5,-78.124779,39.766955
17239,zip5,-77.853362,40.126539
17240,zip5,-77.571589,40.097454
17241,zip5,-77.406653,40.186581
17243,zip5,-77.893343,40.228129
17244,zip5,-77.685591,40.090160
17246,zip5,-77.713710,40.019099
17252,zip5,-77.807713,39.914867
17255,zip5,-77.870142,40.172477
17257,zip5,-77.497305,40.043153
17260,zip5,-77.845061,40.314946
17262,zip5,-77.708269,40.160063
17264,zip5,-77.978807,40.162883
17265,zip5,-77.786337,40.051479
17266,zip5,-77.412462,40.087340
17267,zip5,-78.260727,39.804758
17268,zip5,-77.592364,39.790264
17271,zip5,-77.783737,40.117217
17301,zip5,-76.973146,39.900264
17302,zip5,-76.424566,39.759038
17304,zip5,-77.236647,39.974836
17307,zip5,-77.308469,39.921981
17309,zip5,-76.452619,39.881737
17313,zip5,-76.652983,39.894894
17314,zip5,-76.326265,39.763789
17315,zip5,-76.872671,40.014540
17316,zip5,-77.013805,39.969684
17319,zip5,-76.802758,40.157993
17320,zip5,-77.365398,39.766927
17321,zip5,-76.447354,39.753741
17322,zip5,-76.528962,39.840715
17324,zip5,-77.264493,40.030034
17325,zip5,-77.231319,39.813352
17327,zip5,-76.756440,39.772664
17329,zip5,-76.848856,39.760365
17331,zip5,-76.992842,39.795254
17339,zip5,-76.883489,40.130531
17340,zip5,-77.114667,39.764464
17344,zip5,-77.018185,39.807914
17345,zip5,-76.735890,40.036724
17347,zip5,-76.686232,40.048657
17349,zip5,-76.684514,39.739673
17350,zip5,-77.083698,39.886764
17352,zip5,-76.494953,39.727644
17353,zip5,-77.374375,39.897566
17356,zip5,-76.558292,39.895708
17360,zip5,-76.756488,39.863175
17361,zip5,-76.684592,39.759285
17362,zip5,-76.868992,39.850199
17363,zip5,-76.582005,39.767139
17364,zip5,-76.900281,39.930033
17365,zip5,-76.943294,40.048709
17366,zip5,-76.549749,39.935836
17368,zip5,-76.512641,39.939031
17370,zip5,-76.780597,40.109098
17372,zip5,-77.096098,40.002773
17401,zip5,-76.734026,39.959566
17402,zip5,-76.666526,39.951068
17403,zip5,-76.710184,39.867117
17404,zip5,-76.774520,39.951110
17406,zip5,-76.655886,40.018494
17407,zip5,-76.711897,39.880397
17408,zip5,-76.803958,39.906591
17501,zip5,-76.203773,40.154954
17502,zip5,-76.663574,40.109977
17505,zip5,-76.182713,40.053623
17509,zip5,-76.032396,39.906451
17512,zip5,-76.482037,40.040431
17516,zip5,-76.375146,39.935378
17517,zip5,-76.127126,40.247188
17518,zip5,-76.258070,39.813068
17519,zip5,-76.025044,40.144856
17520,zip5,-76.350902,40.095843
17522,zip5,-76.165939,40.123901
17527,zip5,-75.986898,40.004393
17529,zip5,-76.102534,40.032180
